/*Owner & Copyrights: Vance King Saxbe. A.*/4,683.74:03:02:22
5,096.67:10:06:12
5,097.89:10:06:24
5,097.93:10:06:31
5,098.11:10:06:39
5,096.96:10:06:48
5,095.39:10:06:54
5,095.19:10:07:01
5,096.25:10:07:09
5,095.15:10:07:19
5,094.84:10:07:25
5,094.25:10:07:34
5,094.84:10:07:43
5,093.77:10:07:52
5,092.64:10:07:56
5,092.66:10:08:07
5,092.82:10:08:14
5,092.79:10:08:23
5,092.33:10:08:37
5,089.59:10:08:44
5,089.69:10:08:54
5,089.57:10:09:01
5,090.45:10:09:08
5,090.44:10:09:19
5,091.65:10:09:25
5,091.75:10:09:33
5,090.65:10:09:40
5,090.47:10:09:50
5,090.39:10:09:57
5,090.44:10:10:06
5,090.62:10:10:15
5,088.87:10:10:20
5,089.05:10:10:37
5,089.01:10:10:45
5,089.02:10:10:54
5,088.69:10:11:02
5,089.42:10:11:11
5,089.35:10:11:18
5,089.10:10:11:26
5,091.29:10:11:32
5,093.94:10:11:42
5,093.86:10:11:49
5,094.01:10:11:58
5,093.96:10:12:06
5,094.04:10:12:14
5,094.10:10:12:21
5,094.34:10:12:30
5,094.42:10:12:44
5,094.44:10:12:53
5,094.70:10:13:03
5,094.67:10:13:12
5,094.87:10:13:20
5,095.30:10:13:30
5,094.79:10:14:16
5,092.44:10:14:44
5,091.97:10:15:07
5,091.87:10:15:20
5,091.37:10:15:34
5,091.66:10:15:41
5,091.53:10:15:50
5,091.73:10:15:56
5,091.71:10:16:11
5,091.31:10:16:18
5,091.48:10:16:23
5,091.48:10:16:23
5,091.46:10:16:31
5,091.62:10:19:13
5,094.43:10:19:22
5,094.35:10:19:25
5,094.26:10:19:32
5,094.28:10:19:43
5,094.36:10:19:49
5,094.65:10:19:57
5,094.57:10:20:06
5,094.55:10:20:13
5,094.10:10:20:22
5,094.33:10:20:29
5,094.38:10:20:38
5,094.46:10:20:47
5,094.61:10:20:54
5,094.58:10:21:02
5,094.52:10:21:12
5,094.60:10:21:18
5,093.39:10:21:27
5,093.45:10:21:36
5,093.31:10:21:41
5,093.32:10:21:49
5,093.41:10:21:58
5,093.49:10:22:06
5,093.70:10:22:15
5,093.03:10:22:23
5,092.83:10:22:35
5,092.89:10:22:40
5,093.18:10:22:46
5,092.87:10:22:55
5,092.99:10:23:02
5,092.93:10:23:10
5,092.68:10:23:17
5,092.69:10:23:28
5,092.78:10:23:33
5,092.99:10:23:41
5,092.78:10:23:42
5,092.99:10:23:43
5,093.85:10:23:54
5,092.86:10:23:58
5,093.01:10:24:06
5,092.05:10:24:16
5,091.42:10:24:23
5,091.18:10:24:28
5,091.01:10:24:46
5,090.92:10:24:56
5,090.99:10:25:05
5,091.77:10:25:09
5,091.75:10:25:18
5,090.60:10:25:24
5,091.10:10:25:44
5,090.96:10:25:52
5,091.31:10:25:57
5,091.00:10:26:08
5,092.58:10:26:16
5,092.52:10:26:26
5,092.54:10:26:30
5,092.51:10:26:38
5,093.64:10:26:49
5,093.28:10:26:56
5,093.32:10:27:00
5,090.16:10:27:13
5,090.22:10:27:17
5,090.77:10:27:25
5,090.86:10:27:34
5,090.85:10:27:44
5,090.78:10:27:53
5,091.04:10:28:04
5,093.73:10:28:14
5,093.67:10:28:24
5,091.30:10:28:29
5,091.39:10:28:41
5,091.21:10:28:47
5,091.19:10:28:55
5,090.68:10:29:08
5,090.76:10:29:11
5,090.95:10:29:21
5,090.91:10:29:39
5,093.02:10:29:43
5,093.05:10:29:52
5,093.02:10:29:58
5,093.03:10:30:07
5,090.95:10:30:15
5,091.07:10:30:22
5,091.03:10:30:31
5,091.02:10:30:46
5,090.97:10:30:55
5,090.92:10:31:03
5,091.04:10:31:13
5,090.96:10:31:19
5,091.61:10:31:28
5,091.81:10:31:34
5,092.19:10:31:42
5,092.14:10:31:53
5,092.28:10:31:59
5,092.18:10:32:09
5,091.89:10:32:14
5,091.75:10:32:24
5,091.73:10:32:32
5,095.13:10:32:41
5,091.55:10:32:50
5,091.51:10:32:55
5,090.90:10:33:03
5,090.69:10:33:11
5,090.58:10:33:18
5,090.44:10:33:28
5,090.43:10:33:39
5,090.35:10:33:44
5,090.84:10:33:51
5,091.11:10:33:57
5,091.16:10:34:07
5,091.66:10:34:14
5,092.21:10:34:23
5,093.33:10:34:30
5,093.23:10:34:38
5,093.40:10:34:49
5,093.34:10:34:55
5,093.11:10:35:01
5,093.09:10:35:13
5,093.32:10:35:27
5,093.31:10:35:34
5,093.30:10:35:42
5,093.30:10:35:42
5,093.26:10:35:51
5,092.83:10:36:02
5,092.75:10:36:05
5,092.80:10:36:12
5,093.29:10:36:24
5,093.07:10:36:30
5,091.09:10:36:39
5,091.00:10:36:48
5,090.92:10:36:56
5,091.01:10:37:03
5,091.04:10:37:24
5,093.00:10:37:30
5,092.97:10:37:38
5,091.43:10:37:42
5,091.45:10:37:49
5,093.67:10:38:01
5,093.61:10:38:06
5,093.52:10:38:14
5,091.14:10:38:23
5,093.24:10:38:32
5,093.55:10:38:38
5,093.76:10:38:48
5,093.32:10:38:54
5,093.35:10:39:03
5,093.63:10:39:11
5,093.68:10:39:20
5,093.50:10:39:28
5,093.37:10:39:37
5,093.31:10:39:42
5,093.12:10:39:52
5,093.13:10:39:59
5,093.12:10:40:08
5,092.95:10:40:18
5,092.79:10:40:22
5,092.91:10:40:31
5,092.58:10:40:38
5,092.60:10:40:46
5,092.42:10:40:55
5,092.64:10:41:02
5,092.79:10:41:17
5,092.89:10:41:27
5,093.46:10:41:35
5,093.50:10:41:43
5,093.53:10:41:49
5,093.54:10:41:58
5,093.53:10:42:14
5,093.70:10:42:22
5,093.52:10:42:40
5,092.69:10:42:47
5,092.40:10:42:54
5,092.70:10:43:01
5,092.57:10:43:10
5,092.61:10:43:19
5,092.62:10:43:26
5,090.86:10:43:43
5,089.75:10:43:59
5,089.66:10:44:08
5,089.60:10:44:14
5,089.55:10:44:24
5,089.66:10:44:31
5,089.49:10:44:40
5,089.45:10:44:47
5,089.47:10:44:54
5,089.41:10:45:04
5,090.38:10:45:09
5,089.41:10:45:10
5,090.38:10:45:11
5,090.39:10:45:18
5,089.47:10:45:26
5,089.28:10:45:35
5,089.31:10:45:42
5,089.25:10:45:50
5,089.24:10:45:58
5,089.61:10:46:15
5,089.66:10:46:21
5,089.63:10:46:30
5,089.50:10:46:39
5,089.38:10:46:46
5,089.50:10:47:03
5,089.58:10:47:27
5,089.76:10:47:34
5,089.18:10:47:51
5,089.73:10:47:59
5,089.61:10:48:08
5,089.44:10:48:15
5,089.40:10:48:21
5,089.47:10:48:29
5,089.71:10:48:46
5,089.59:10:49:01
5,089.46:10:49:10
5,089.05:10:49:19
5,088.69:10:49:26
5,088.71:10:49:34
5,088.72:10:49:42
5,088.83:10:49:59
5,089.43:10:50:08
5,089.41:10:50:17
5,089.54:10:50:32
5,089.47:10:50:47
5,089.24:10:50:53
5,089.37:10:51:12
5,090.32:10:51:18
5,090.07:10:51:32
5,090.09:10:51:41
5,089.09:10:51:54
5,087.99:10:52:02
5,087.96:10:52:13
5,087.95:10:52:25
5,087.96:10:52:32
5,087.68:10:52:40
5,087.76:10:52:46
5,086.07:10:52:55
5,085.99:10:53:04
5,086.06:10:53:20
5,084.98:10:56:45
5,084.71:10:56:47
5,084.64:10:56:56
5,084.74:10:57:04
5,085.02:10:57:09
5,088.83:10:57:17
5,088.76:10:57:27
5,087.11:10:57:35
5,087.63:10:57:43
5,087.68:10:57:52
5,087.64:10:57:58
5,087.56:10:58:07
5,087.47:10:58:14
5,086.18:10:58:24
5,087.20:10:58:32
5,087.35:10:58:41
5,087.34:10:58:48
5,087.33:10:59:02
5,087.24:10:59:11
5,087.41:10:59:26
5,087.45:10:59:37
5,086.95:10:59:53
5,087.58:11:00:00
5,083.74:11:00:16
5,083.96:11:00:26
5,084.07:11:00:31
5,083.95:11:00:51
5,083.88:11:00:53
5,083.71:11:01:08
5,083.62:11:01:11
5,087.50:11:01:21
5,087.58:11:01:28
5,087.49:11:01:42
5,087.48:11:01:52
5,087.35:11:01:58
5,087.46:11:02:08
5,087.40:11:02:15
5,087.45:11:02:29
5,087.42:11:02:41
5,087.54:11:03:05
5,087.57:11:03:09
5,087.52:11:03:21
5,087.83:11:03:27
5,087.78:11:03:34
5,087.84:11:03:42
5,087.70:11:03:50
5,087.72:11:04:00
5,087.70:11:04:05
5,087.72:11:04:06
5,087.70:11:04:07
5,087.42:11:04:14
5,086.99:11:04:23
5,086.88:11:04:31
5,086.99:11:04:31
5,086.88:11:04:32
5,086.90:11:04:38
5,086.94:11:04:54
5,086.91:11:05:03
5,087.37:11:05:11
5,087.19:11:05:18
5,087.60:11:05:27
5,087.80:11:05:34
5,087.69:11:05:53
5,086.72:11:06:00
5,086.73:11:06:06
5,087.04:11:06:15
5,087.02:11:06:24
5,087.14:11:06:30
5,087.43:11:06:40
5,084.70:11:06:47
5,084.86:11:06:54
5,084.70:11:07:04
5,084.74:11:07:19
5,087.75:11:07:26
5,088.08:11:07:34
5,088.51:11:07:51
5,088.72:11:08:07
5,088.69:11:08:23
5,088.84:11:08:33
5,083.96:11:08:38
5,087.92:11:08:46
5,088.01:11:09:02
5,088.17:11:09:11
5,088.35:11:09:18
5,088.37:11:09:27
5,085.11:11:09:38
5,088.41:11:09:50
5,088.37:11:10:00
5,089.17:11:10:16
5,089.13:11:10:22
5,089.18:11:10:35
5,088.61:11:10:38
5,088.56:11:10:50
5,088.43:11:10:56
5,088.44:11:11:02
5,085.68:11:11:13
5,084.83:11:11:18
5,084.84:11:11:29
5,086.01:11:11:36
5,086.02:11:11:42
5,086.04:11:12:00
5,085.78:11:12:16
5,082.35:11:12:24
5,082.06:11:12:33
5,085.34:11:12:40
5,085.29:11:12:48
5,085.07:11:12:54
5,085.19:11:13:03
5,081.99:11:13:13
5,086.93:11:13:18
5,086.99:11:13:29
5,081.99:11:13:36
5,085.28:11:13:42
5,082.12:11:13:52
5,082.18:11:14:08
5,085.61:11:14:15
5,085.97:11:14:26
5,085.98:11:14:40
5,085.85:11:14:48
5,085.75:11:14:56
5,086.72:11:15:03
5,086.73:11:15:12
5,087.30:11:15:18
5,087.34:11:15:38
5,087.33:11:15:44
5,087.09:11:15:53
5,082.67:11:16:10
5,087.61:11:16:15
5,087.56:11:16:25
5,086.75:11:16:39
5,086.99:11:16:47
5,086.96:11:17:12
5,089.16:11:17:21
5,089.45:11:17:37
5,089.53:11:17:44
5,089.44:11:17:52
5,088.15:11:18:06
5,087.66:11:18:15
5,087.55:11:18:22
5,087.56:11:18:31
5,087.79:11:18:41
5,087.73:11:18:47
5,087.18:11:19:12
5,087.22:11:19:18
5,087.11:11:19:26
5,087.33:11:19:35
5,087.11:11:19:36
5,087.33:11:19:37
5,087.34:11:19:45
5,087.16:11:19:50
5,085.06:11:19:59
5,084.71:11:20:07
5,085.79:11:20:15
5,085.80:11:20:30
5,085.09:11:20:40
5,085.97:11:20:47
5,085.42:11:20:54
5,085.50:11:21:12
5,085.14:11:21:21
5,085.40:11:21:29
5,085.35:11:21:54
5,085.48:11:22:02
5,085.80:11:22:09
5,086.05:11:22:15
5,086.00:11:22:39
5,085.76:11:22:48
5,085.72:11:23:11
5,086.78:11:23:21
5,087.08:11:23:28
5,085.38:11:23:35
5,085.19:11:23:45
5,085.22:11:23:51
5,085.14:11:23:59
5,085.19:11:24:08
5,085.27:11:24:16
5,085.29:11:24:23
5,085.28:11:24:31
5,085.33:11:24:38
5,085.43:11:24:48
5,085.42:11:25:03
5,085.34:11:25:20
5,084.95:11:25:27
5,084.96:11:25:43
5,084.63:11:25:50
5,082.93:11:26:00
5,082.38:11:26:15
5,081.81:11:26:24
5,078.89:11:26:32
5,081.83:11:26:40
5,081.51:11:26:48
5,081.55:11:26:55
5,081.86:11:27:11
5,081.95:11:27:22
5,081.71:11:27:27
5,081.74:11:27:37
5,081.86:11:27:45
5,082.27:11:27:52
5,083.03:11:28:11
5,082.88:11:28:24
5,082.96:11:28:58
5,082.87:11:29:10
5,082.96:11:29:21
5,083.04:11:29:59
5,081.91:11:30:11
5,077.52:11:30:23
5,077.44:11:30:32
5,077.21:11:30:48
5,077.13:11:30:58
5,076.39:11:31:04
5,076.11:11:31:15
5,075.90:11:31:18
5,075.96:11:31:29
5,080.38:11:31:38
5,080.44:11:31:45
5,083.20:11:31:53
5,083.22:11:32:02
5,083.21:11:32:14
5,083.20:11:32:24
5,082.14:11:32:32
5,082.05:11:32:40
5,082.06:11:32:48
5,083.41:11:32:58
5,083.49:11:33:22
5,083.47:11:33:28
5,083.86:11:33:37
5,084.41:11:33:45
5,084.56:11:33:52
5,084.47:11:34:02
5,084.45:11:34:09
5,085.26:11:34:17
:11:34:32
5,081.92:11:48:41
5,082.19:11:48:57
5,082.27:11:49:12
5,078.40:11:49:41
5,080.68:11:50:00
5,080.29:11:50:17
5,076.57:11:50:30
5,078.30:11:50:47
5,078.49:11:51:03
5,076.79:11:51:21
5,076.72:11:51:35
5,077.41:11:51:53
5,074.89:11:52:09
5,074.19:11:52:24
5,074.22:11:52:33
5,076.38:11:52:39
5,076.53:11:53:05
5,076.48:11:53:20
5,076.27:11:53:37
5,076.47:11:53:51
5,076.35:11:54:07
5,073.03:11:54:17
5,072.98:11:54:24
5,074.66:11:54:48
5,074.55:11:55:05
5,074.45:11:55:15
5,073.93:11:55:19
5,074.01:11:55:29
5,074.06:11:55:44
5,074.07:11:55:52
5,074.22:11:56:02
5,074.17:11:56:08
5,074.21:11:56:15
5,074.22:11:56:23
5,074.11:11:56:32
5,074.20:11:56:41
5,074.89:11:56:49
5,075.08:11:56:56
5,074.55:11:57:12
5,074.49:11:57:29
5,074.28:11:57:45
5,077.76:11:15:04
5,077.15:11:15:11
5,075.25:11:15:25
5,076.37:11:15:35
5,077.03:11:15:41
5,077.55:11:15:50
5,077.61:11:15:58
5,077.29:11:16:07
5,077.63:11:16:14
5,077.94:11:16:21
5,077.78:11:16:29
5,077.81:11:16:47
5,078.36:11:17:01
5,078.52:11:17:12
5,077.93:11:17:17
5,074.47:11:17:28
5,073.83:11:17:38
5,073.41:11:17:50
5,072.83:11:18:05
5,073.62:11:18:16
5,073.70:11:18:24
5,073.57:11:18:31
5,073.56:11:18:38
5,073.48:11:18:46
5,073.53:11:19:10
5,073.42:11:19:21
5,073.30:11:19:28
5,073.13:11:19:34
5,072.99:11:19:41
5,072.01:11:19:50
5,071.82:11:19:58
5,071.77:11:20:09
5,071.23:11:20:15
5,071.22:11:20:22
5,071.15:11:20:30
5,069.89:11:20:38
5,067.19:11:20:46
5,072.21:11:20:53
5,072.26:11:21:05
5,072.32:11:21:09
5,072.20:11:21:18
5,072.21:11:21:26
5,074.57:11:21:36
5,074.47:11:21:43
5,074.50:11:21:51
5,074.59:11:22:00
5,074.91:11:22:06
5,074.06:11:22:18
5,073.99:11:22:22
5,074.03:11:22:30
5,073.55:11:22:37
5,073.72:11:22:47
5,073.50:11:23:04
5,073.21:11:23:09
5,073.40:11:23:20
5,073.27:11:23:25
5,074.03:11:23:40
5,073.43:11:23:45
5,073.59:11:23:53
5,073.41:11:23:59
5,070.13:11:24:14
5,073.42:11:24:21
5,073.36:11:24:30
5,069.33:11:24:39
5,069.06:11:24:46
5,069.10:11:24:55
5,069.39:11:25:03
5,070.74:11:25:13
5,073.91:11:25:30
5,073.99:11:25:34
5,073.52:11:25:41
5,073.77:11:25:49
5,073.24:11:25:58
5,072.52:11:26:08
5,072.43:11:26:16
5,070.83:11:26:25
5,070.41:11:26:33
5,070.50:11:26:39
5,070.27:11:26:48
5,070.50:11:26:53
5,070.51:11:27:07
5,070.45:11:27:12
5,070.46:11:27:28
5,070.23:11:27:39
:11:27:53
5,070.16:11:27:58
5,069.95:11:28:07
5,069.91:11:28:17
5,069.95:11:28:22
5,069.87:11:28:30
5,069.73:11:28:39
5,070.11:11:28:45
5,070.07:11:28:54
5,070.09:11:29:04
5,070.14:11:29:12
5,070.17:11:29:21
5,070.32:11:29:26
5,070.18:11:29:35
5,070.22:11:29:43
5,070.26:11:29:52
5,069.51:11:30:05
5,070.25:11:30:17
5,070.26:11:30:23
5,070.28:11:30:33
5,070.17:11:30:38
5,071.33:11:30:48
5,071.34:11:30:54
5,071.36:11:31:11
5,071.58:11:31:20
5,071.51:11:31:29
5,071.46:11:31:35
5,071.37:11:31:44
5,070.54:11:31:52
5,070.66:11:32:01
5,070.58:11:32:12
5,071.47:11:32:24
5,071.55:11:32:33
5,070.99:11:32:40
5,070.38:11:32:47
5,070.39:11:32:58
5,070.41:11:33:03
5,070.50:11:33:11
5,070.02:11:33:20
5,069.73:11:33:30
5,069.74:11:33:34
5,069.79:11:33:41
5,069.81:11:33:52
5,069.88:11:34:10
5,070.15:11:34:18
5,070.08:11:34:23
5,070.10:11:34:35
5,070.14:11:34:39
5,070.12:11:34:47
5,070.13:11:34:56
5,070.22:11:35:05
5,070.33:11:35:10
5,070.39:11:35:20
5,070.34:11:35:29
5,070.37:11:35:37
5,070.46:11:35:43
5,070.55:11:35:52
5,070.56:11:36:03
5,070.74:11:36:10
5,070.68:11:36:15
5,070.71:11:36:24
5,070.90:11:36:34
5,070.96:11:36:49
5,075.16:11:39:08
5,075.21:11:39:12
5,075.20:11:39:19
5,075.08:11:39:25
5,074.93:11:39:34
5,075.00:11:39:44
5,074.92:11:39:52
5,075.25:11:40:05
5,072.21:11:40:19
5,072.18:11:40:24
5,072.27:11:40:35
5,072.18:11:40:57
5,071.67:11:41:04
5,071.64:11:41:14
5,071.56:11:41:18
5,071.43:11:41:29
5,071.44:11:41:35
5,071.56:11:41:51
5,071.33:11:42:06
5,071.28:11:42:16
5,071.48:11:42:33
5,071.28:11:42:38
5,071.16:11:42:55
5,074.75:11:43:06
5,074.87:11:43:09
5,074.93:11:43:18
5,074.97:11:43:28
5,074.52:11:43:43
5,074.24:11:43:57
5,074.38:11:44:17
5,074.26:11:44:24
5,074.49:11:44:33
5,074.26:11:44:38
5,074.68:11:44:46
5,074.04:11:44:55
5,074.69:11:45:05
5,074.56:11:45:14
5,074.41:11:45:20
5,074.31:11:45:35
5,074.43:11:45:44
5,074.23:11:45:51
5,070.74:11:46:10
5,070.64:11:46:14
5,070.68:11:46:24
5,070.87:11:46:43
5,070.80:11:46:49
5,070.85:11:47:04
5,071.00:11:47:20
5,071.06:11:47:30
5,071.05:11:47:38
5,070.93:11:47:43
5,070.86:11:47:52
5,073.68:11:48:00
5,073.47:11:48:09
5,073.35:11:48:14
5,074.45:11:48:31
5,074.46:11:48:40
5,074.42:11:48:54
5,074.84:11:49:03
5,074.80:11:49:12
5,074.73:11:49:21
5,074.94:11:49:25
5,074.85:11:49:35
5,074.84:11:49:42
5,074.75:11:49:50
5,075.12:11:49:59
5,074.57:11:50:09
5,075.55:11:50:17
5,078.41:11:50:26
5,079.35:11:50:34
5,083.76:11:50:39
5,083.84:11:50:48
5,080.00:11:50:58
5,079.96:11:51:03
5,079.82:11:51:11
5,079.83:11:51:21
5,079.93:11:51:27
5,079.32:11:51:40
5,079.13:11:51:43
5,079.91:11:51:52
5,080.03:11:51:58
5,078.38:11:52:05
5,078.47:11:52:25
5,078.45:11:52:38
5,077.25:11:53:05
5,077.29:11:53:27
5,077.24:11:53:37
5,077.25:11:53:44
5,077.26:11:53:51
5,078.01:11:54:01
5,078.09:11:54:08
5,079.20:11:54:15
5,080.06:11:54:32
5,080.05:11:54:40
5,079.84:11:54:48
5,079.00:11:54:55
5,080.62:11:55:06
5,080.51:11:55:12
5,080.45:11:55:18
5,080.94:11:55:27
5,081.19:11:55:36
5,080.52:11:55:47
5,082.17:11:55:53
5,081.72:11:56:01
5,081.53:11:56:10
5,081.62:11:56:17
5,080.97:11:56:25
5,079.02:11:56:30
5,078.37:11:56:39
5,079.06:11:56:51
:11:57:02
5,082.22:12:03:23
5,081.97:12:03:38
5,082.01:12:03:49
5,082.40:12:03:55
5,082.19:12:04:03
5,082.15:12:04:07
5,082.29:12:04:19
5,082.21:12:04:31
5,082.30:12:04:43
5,082.28:12:04:50
5,082.52:12:05:04
5,082.62:12:05:15
5,082.50:12:05:21
5,082.07:12:05:38
5,081.90:12:05:53
5,081.83:12:06:00
5,080.81:12:06:07
5,080.76:12:06:15
5,080.88:12:06:37
5,081.05:12:06:44
5,081.75:12:06:59
5,081.83:12:07:05
5,082.11:12:07:17
5,081.23:12:07:33
5,081.86:12:07:42
5,081.80:12:07:54
5,084.14:12:08:07
5,083.66:12:08:19
5,084.51:12:08:30
5,084.13:12:08:42
5,084.57:12:08:55
5,084.43:12:09:04
5,083.96:12:09:38
5,083.77:12:09:56
5,083.47:12:10:08
5,083.63:12:10:42
5,083.55:12:11:11
5,083.76:12:11:27
5,083.45:12:11:47
5,083.77:12:11:55
5,082.06:12:12:10
5,082.41:12:12:45
5,082.39:12:12:55
5,081.84:12:13:04
5,081.88:12:13:12
5,081.78:12:13:28
5,081.92:12:13:36
5,081.91:12:13:59
5,081.77:12:14:09
5,083.93:12:14:29
5,083.86:12:14:55
:01:03:16
5,083.86:01:33:26
5,084.02:01:37:56
5,086.46:01:38:01
5,087.13:01:38:13
5,087.18:01:38:18
5,086.64:01:38:27
5,086.71:01:38:35
5,086.24:01:38:44
5,086.65:01:38:54
5,086.58:01:39:01
5,086.60:01:39:09
5,086.08:01:39:15
5,086.70:01:39:22
5,086.69:01:39:31
5,085.03:01:39:42
5,084.91:01:40:05
5,086.76:01:40:17
5,086.82:01:40:29
5,087.04:01:40:37
5,088.96:01:41:04
5,088.81:01:41:19
5,090.04:01:41:42
5,089.84:01:42:06
5,089.19:01:42:23
5,089.59:01:42:36
5,090.69:01:42:49
5,090.76:01:43:00
5,090.22:01:43:17
5,088.05:01:43:33
5,095.07:01:43:51
5,095.15:01:43:57
5,095.21:01:44:11
5,095.11:01:44:28
5,094.26:01:44:43
5,091.13:01:44:58
5,091.65:01:45:15
5,091.61:01:45:27
5,091.49:01:45:35
5,091.82:01:45:42
5,091.34:01:45:50
5,091.54:01:46:03
5,091.43:01:46:13
5,091.42:01:46:25
5,093.53:01:46:37
5,093.11:01:46:42
5,092.94:01:46:55
5,093.00:01:47:16
5,092.90:01:47:21
5,092.79:01:47:36
5,094.54:01:59:31
5,098.72:02:00:38
5,098.59:02:01:03
5,099.20:02:01:21
5,099.88:02:01:42
5,098.36:02:02:02
5,098.32:02:02:26
5,096.92:02:02:48
5,097.76:02:03:03
5,097.60:02:03:17
5,097.50:02:03:23
5,097.44:02:03:29
5,097.55:02:03:47
5,097.39:02:03:54
5,097.33:02:04:02
5,100.06:02:04:10
5,099.27:02:04:20
5,100.59:02:04:29
5,100.65:02:04:33
5,100.39:02:04:42
5,097.87:02:04:53
5,100.98:02:05:06
5,101.74:02:05:16
5,101.84:02:05:23
5,101.29:02:05:33
5,101.41:02:05:46
5,102.05:02:06:19
5,102.17:02:06:31
5,098.77:02:06:34
5,099.45:02:06:44
5,099.46:02:06:51
5,099.40:02:07:00
5,099.84:02:07:06
5,099.15:02:07:15
5,098.60:02:07:21
5,098.85:02:07:39
5,099.00:02:07:51
5,099.01:02:07:53
5,098.47:02:08:06
5,099.00:02:08:20
5,098.98:02:08:31
5,098.22:02:08:33
5,098.98:02:08:33
5,098.22:02:08:34
5,098.18:02:08:42
5,098.20:02:08:57
5,098.58:02:09:09
5,097.55:02:09:30
5,098.66:02:09:31
5,098.34:02:09:37
5,098.07:02:09:46
5,098.57:02:09:55
5,098.62:02:10:03
5,102.11:02:10:10
5,103.86:02:10:21
5,103.40:02:10:31
5,102.91:02:10:36
5,104.01:02:10:42
5,103.36:02:10:52
5,104.48:02:10:59
5,104.48:02:10:59
5,104.64:02:11:14
5,103.10:02:11:28
5,100.95:02:11:35
5,102.35:02:11:46
5,101.93:02:12:01
5,103.35:02:12:04
5,103.43:02:12:16
5,104.32:02:12:25
5,103.67:02:12:35
5,101.60:02:12:44
5,103.47:02:12:55
5,103.39:02:13:01
5,103.14:02:13:14
5,101.54:02:13:31
5,102.57:02:14:03
5,102.43:02:14:12
5,102.47:02:14:20
5,102.43:02:14:27
5,101.56:02:14:37
5,101.58:02:14:50
5,101.53:02:14:52
5,101.82:02:15:04
5,101.85:02:15:06
5,101.96:02:15:15
5,103.80:02:15:32
5,103.90:02:15:41
5,102.34:02:15:48
5,102.16:02:15:55
5,101.87:02:16:06
5,101.36:02:16:09
5,102.27:02:16:25
5,102.77:02:16:27
5,102.16:02:16:35
5,102.24:02:16:42
5,102.09:02:16:50
5,101.46:02:16:59
5,101.38:02:17:06
5,101.82:02:17:15
5,101.78:02:17:21
5,101.81:02:17:31
5,102.18:02:17:40
5,102.26:02:17:48
5,101.84:02:17:53
5,101.81:02:18:02
5,103.01:02:18:11
5,102.99:02:18:19
5,102.48:02:18:27
5,102.02:02:18:36
5,101.91:02:18:51
5,102.03:02:18:59
5,102.18:02:19:08
5,102.22:02:19:16
5,102.19:02:19:25
5,102.16:02:19:31
5,101.12:02:19:39
5,101.32:02:19:46
5,101.25:02:19:54
5,101.80:02:20:04
5,101.25:02:20:05
5,101.80:02:20:06
5,101.69:02:20:19
5,101.65:02:20:27
5,101.83:02:20:34
5,101.93:02:20:51
5,101.29:02:20:58
5,101.55:02:21:07
5,101.64:02:21:15
5,102.16:02:21:24
5,101.61:02:21:32
5,101.68:02:21:38
5,101.61:02:22:03
5,101.44:02:22:12
5,101.54:02:22:17
5,101.38:02:22:36
5,101.46:02:22:59
5,101.54:02:23:16
5,101.62:02:23:23
5,101.57:02:23:30
5,101.63:02:23:46
5,101.52:02:23:57
5,101.51:02:24:04
5,101.36:02:24:11
5,101.50:02:24:18
5,102.49:02:24:27
5,102.72:02:24:35
5,102.46:02:25:00
5,101.36:02:25:15
5,101.30:02:25:26
5,101.37:02:25:30
5,101.42:02:25:39
5,101.27:02:25:54
5,103.51:02:26:02
5,103.49:02:26:11
5,103.48:02:26:21
5,101.83:02:26:27
5,101.45:02:26:37
5,101.52:02:26:52
5,102.50:02:27:06
5,102.45:02:27:15
5,102.44:02:27:32
5,102.31:02:27:40
5,102.40:02:27:46
5,102.29:02:28:02
5,102.36:02:28:19
5,102.28:02:28:35
5,102.41:02:28:43
5,100.77:02:29:07
5,100.80:02:29:15
5,100.67:02:29:22
5,100.61:02:29:39
5,100.66:02:29:46
5,100.86:02:29:55
5,100.70:02:30:02
5,100.67:02:30:19
5,100.79:02:30:26
5,100.45:02:30:35
5,102.10:02:30:42
5,102.18:02:30:52
5,102.19:02:30:58
5,102.10:02:31:08
5,102.08:02:31:15
5,102.00:02:31:31
5,102.12:02:31:40
5,101.48:02:31:56
5,101.32:02:32:03
5,101.25:02:32:11
5,101.26:02:32:18
5,100.09:02:32:28
5,100.08:02:32:35
5,099.94:02:32:44
5,099.75:02:32:53
5,100.54:02:32:59
5,099.67:02:33:15
5,098.83:02:33:25
5,099.11:02:33:33
5,099.10:02:33:40
5,098.96:02:33:49
5,098.85:02:34:05
5,098.88:02:34:10
5,099.02:02:34:18
5,098.98:02:34:27
5,099.05:02:34:35
5,099.38:02:34:50
5,099.37:02:34:59
5,099.70:02:35:06
5,099.50:02:35:32
5,099.58:02:35:39
5,099.70:02:35:47
5,099.38:02:35:56
5,099.59:02:36:02
5,099.43:02:36:19
5,099.45:02:36:27
5,100.52:02:36:35
5,099.41:02:36:43
5,099.40:02:37:00
5,099.31:02:37:24
5,099.23:02:37:32
5,098.72:02:37:38
5,098.70:02:37:48
5,098.71:02:37:54
5,098.88:02:38:03
5,098.73:02:38:13
5,098.76:02:38:21
5,098.82:02:38:27
5,099.07:02:38:35
5,099.00:02:38:45
5,098.78:02:38:59
5,098.83:02:39:08
5,098.91:02:39:30
5,099.01:02:39:40
5,098.68:02:39:48
5,098.69:02:39:55
